computer performance	dynamic programming	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
computer performance	numerical analysis	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
computer performance	approximation algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
computer performance	optimal control	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
iteration	numerical analysis	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
dynamic programming	numerical analysis	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3}
dynamic programming	approximation algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 4}
bellman equation	approximation algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
numerical analysis	approximation algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3}
numerical analysis	optimal control	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3}
formal semantics	business processes	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2}
formal semantics	logical language	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2}
formal semantics	framework grounded	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2}
business processes	logical language	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2}
business processes	framework grounded	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2}
logical language	framework grounded	{'1c77bee4b9e66058c10783064ccf9de0c88a8256': 2}
lyapunov fractal	sampling (signal processing)	{'ba2c616097a893c3b3b1a4e72e197a90f550bb40': 2, 'd453abc3346cc8a8d24ce4a3f66c8c9d578b2015': 2, '4315ce8a394eaccda5ad9b8714ff77d39c87ac65': 2}
complex network	lyapunov fractal	{'0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
optimal control	lyapunov fractal	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 3, 'ff8e80e7a31806a3b5bedc986a141f8b83fbaa7c': 2, 'd27c592254ac8088026f3beff99892311ae0a6c4': 2}
artificial neural network	neural network software	{'612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2}
lyapunov fractal	neural network software	{'612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2}
neural network software	neural network simulation	{'612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2}
neural network software	social inequality	{'612b62f679ae27d1bda55eb93328c28b921a2adf': 2, '7cca44dc8b68284bb8837b301a5424da38f568ed': 2}
statistical machine translation	oriol vinyals	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
statistical machine translation	neural machine translation	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
statistical machine translation	quoc v. le	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
statistical machine translation	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
statistical machine translation	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
statistical machine translation	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
statistical machine translation	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
statistical machine translation	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
kyunghyun cho	neural machine translation	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
kyunghyun cho	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
kyunghyun cho	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
kyunghyun cho	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
kyunghyun cho	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
artificial neural network	neural machine translation	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
artificial neural network	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
artificial neural network	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
artificial neural network	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
artificial neural network	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
oriol vinyals	neural machine translation	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
oriol vinyals	encoder	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
oriol vinyals	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
oriol vinyals	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
oriol vinyals	matthew d. zeiler	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
oriol vinyals	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
oriol vinyals	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	encoder	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	quoc v. le	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	ilya sutskever	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	matthew d. zeiler	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
neural machine translation	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
encoder	quoc v. le	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
encoder	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
encoder	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
encoder	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
encoder	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
encoder	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
quoc v. le	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
quoc v. le	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
quoc v. le	matthew d. zeiler	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
quoc v. le	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
quoc v. le	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
ilya sutskever	phil blunsom	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
ilya sutskever	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
ilya sutskever	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
ilya sutskever	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
phil blunsom	bart van merrienboer	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
phil blunsom	matthew d. zeiler	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
phil blunsom	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
phil blunsom	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
phil blunsom	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
bart van merrienboer	matthew d. zeiler	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
bart van merrienboer	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
bart van merrienboer	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
bart van merrienboer	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
matthew d. zeiler	deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
matthew d. zeiler	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
matthew d. zeiler	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	nal kalchbrenner	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
deep learning papers review at neurotechnology: attention mechanisms neurotechnology mar 15 2017	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
nal kalchbrenner	yoshua bengio	{'61c36459efe2c9bef932636df57d637c4f1da92d': 2, 'f4a90d6cffb95c789c1318406b3ceed9ba709d28': 2}
artificial neural network	alex krizhevsky	{'bed933baeebbe4a30569b62de63515d730e3de60': 2, 'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
recurrent neural network	geoffrey e. hinton	{'bed933baeebbe4a30569b62de63515d730e3de60': 2, 'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
recurrent neural network	alex krizhevsky	{'bed933baeebbe4a30569b62de63515d730e3de60': 2, 'b17a2489023d7f9d803ef1f2a57bf6e41fa5e1af': 2}
ilya sutskever	baseline (configuration management)	{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
baseline (configuration management)	geoffrey e. hinton	{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
baseline (configuration management)	alex krizhevsky	{'bed933baeebbe4a30569b62de63515d730e3de60': 2}
markovian jump parameters	linear matrix inequalities	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
markovian jump parameters	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
linear matrix inequalities	krasovskii functional	{'b865e3c5e4cd2625212b0a0f5ae66179bc5a1d93': 2}
artificial neural network	time complexity	{'f2e71ea4db322850257baf17d3166f81616b96ab': 2, '2fe18f292cf7609751fc0972983a9344ec3dda88': 2}
time complexity	numerical analysis	{'f2e71ea4db322850257baf17d3166f81616b96ab': 2, '2fe18f292cf7609751fc0972983a9344ec3dda88': 2}
time complexity	linear matrix inequality	{'f2e71ea4db322850257baf17d3166f81616b96ab': 2, '2fe18f292cf7609751fc0972983a9344ec3dda88': 2}
time complexity	lyapunov fractal	{'f2e71ea4db322850257baf17d3166f81616b96ab': 2, '2fe18f292cf7609751fc0972983a9344ec3dda88': 2}
numerical analysis	linear matrix inequality	{'f2e71ea4db322850257baf17d3166f81616b96ab': 3, '2fe18f292cf7609751fc0972983a9344ec3dda88': 3, '1f8fd061aec720023764196e829c45091e430a49': 2}
wireless sensor networks	network connectivity	{'5b1ea9000ec35c22d5a4e2767d10ec634e754cdb': 2, 'c628a5281e4b4aa99270c538a0dd2787c8f27bf1': 2}
network life	wireless sensor networks	{'67b4746d893c1d3a16c6667adbe9ba23d2cbba66': 2, 'fcde9e8a076a9753cb8f12b5ecce1c852944a88f': 2}
network life	clustering	{'67b4746d893c1d3a16c6667adbe9ba23d2cbba66': 2, 'fcde9e8a076a9753cb8f12b5ecce1c852944a88f': 2}
wireless sensor networks	clustering	{'67b4746d893c1d3a16c6667adbe9ba23d2cbba66': 2, 'fcde9e8a076a9753cb8f12b5ecce1c852944a88f': 2}
brain storm optimization	solutions getting clustered	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
brain storm optimization	promising algorithm	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
brain storm optimization	brainstorming process	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
brain storm optimization	collective behavior	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
brain storm optimization	swarm intelligence	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
solutions getting clustered	promising algorithm	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
solutions getting clustered	brainstorming process	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
solutions getting clustered	collective behavior	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
solutions getting clustered	swarm intelligence	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
promising algorithm	brainstorming process	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
promising algorithm	collective behavior	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
promising algorithm	swarm intelligence	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
brainstorming process	collective behavior	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
brainstorming process	swarm intelligence	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 2, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
collective behavior	swarm intelligence	{'f20ed04f2dc01b1ed8c2765565f2b9343cab71f0': 3, 'd525dd780ac282c474f37de5dad01c4bee88800f': 2}
partition function (mathematics)	autoencoder	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
partition function (mathematics)	approximation algorithm	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
partition function (mathematics)	sampling (signal processing)	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
partition function (mathematics)	noise reduction	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
partition function (mathematics)	experiment	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
autoencoder	approximation algorithm	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
autoencoder	sampling (signal processing)	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
autoencoder	noise reduction	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
autoencoder	experiment	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
approximation algorithm	sampling (signal processing)	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
approximation algorithm	noise reduction	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
approximation algorithm	experiment	{'de22a082f58adf921390d3db31f75ad33056db79': 2, '31e7de2233e356105629e9900b3cb20ec9b9bba6': 2}
throughput	cognitive radio	{'2259ec8aef41737b4b6f2b67b969d8a05257497b': 2}
operator networks environment	hybrid decision algorithm	{'c10d0275841434d234e6f09fbd9da1533735bd14': 2, '3a5c335273e4bb943ce2f76852e6058da0949962': 2}
cuckoo search	mathematical optimization	{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2}
mathematical optimization	rate of convergence	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
rate of convergence	evolutionary algorithm	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
freebase	knowledge graph	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
freebase	experiment	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
knowledge graph	entity	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
knowledge graph	experiment	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
entity	experiment	{'315ac170260d9375f8f8412b2f26f96df583ad88': 2, 'ed9a22162ace027cfa3a32fcac635975909e68fc': 2, 'dcf1e548be8126603a1e1ee42c16e18b3abadd13': 2}
risk evaluation	failure mode and effects analysis	{'7dd31741bcc78fdcb04c64d7e9421445358a42f4': 2}
activation function	social inequality	{'622cd0cd6537cf0b6019460bf5af870a939f4230': 2}
time complexity	social inequality	{'d5e32ebd2ef38c6eab2891324d8306da48e0494c': 2}
algorithm	data stream mining	{'d84951d81ed0cf8709176369455220104ba7a765': 2}
criteria decision making	paper investigates	{'db1589536b6fca6e7ef625945e8fb983f029bc4a': 2, '7d00035496b77135a60f3673821b83ae8142784a': 2}
ant colony optimization algorithms	feature selection	{'88722517ea3bdea2c767436f1c3981ddb1604a3f': 2}
convex optimization	mathematical optimization	{'b3805565ac1ed33932824a7695b3a721bfe2f3fc': 2, 'd4cc705ad87f0a7e0c551c7c3cca09115237a0ac': 2, '0106083db63eef5b77fdd3088a8f970fad7900f4': 2}
n-gram	skip list	{'d76a12dcec39411131bb57d8ebb9252828918fc3': 2, '74af4a3f60369bbd11b1bf6bf69dac0f0388bad2': 2}
n-gram	word embedding	{'d76a12dcec39411131bb57d8ebb9252828918fc3': 3, '74af4a3f60369bbd11b1bf6bf69dac0f0388bad2': 3}
n-gram	sampling (signal processing)	{'d76a12dcec39411131bb57d8ebb9252828918fc3': 3, '74af4a3f60369bbd11b1bf6bf69dac0f0388bad2': 3}
skip list	word embedding	{'d76a12dcec39411131bb57d8ebb9252828918fc3': 2, '74af4a3f60369bbd11b1bf6bf69dac0f0388bad2': 2}
skip list	sampling (signal processing)	{'d76a12dcec39411131bb57d8ebb9252828918fc3': 2, '74af4a3f60369bbd11b1bf6bf69dac0f0388bad2': 2}
word embedding	sampling (signal processing)	{'d76a12dcec39411131bb57d8ebb9252828918fc3': 3, '74af4a3f60369bbd11b1bf6bf69dac0f0388bad2': 3}
yang	cuckoo search	{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2}
yang	cuckoo search 	{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2}
yang	mathematical optimization	{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2}
cuckoo search	cuckoo search 	{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2}
cuckoo search 	mathematical optimization	{'86789ba7c637a71f94c69fb01ba94fe7f533725d': 2}
usb on-the-go	iterative method	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
usb on-the-go	artificial neural network	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
usb on-the-go	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
iterative method	dynamic programming	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
iterative method	numerical analysis	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
iterative method	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
artificial neural network	dynamic programming	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 4, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 3}
artificial neural network	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
dynamic programming	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
algorithm	approximation algorithm	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
algorithm	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
numerical analysis	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
approximation algorithm	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
optimal control	mathematical model	{'4cf5c83e9c3d29bbc5d816f199b491b624dbf5f2': 2, '8e9a2c1a001dae33ac264a39927bff89f5f006eb': 2}
security 	sensitivity 	{'3da01325d410b35fbadd5219da1f577da327aa87': 2, '3e96b28258f7195cbd4a16c9f58f95cb05a3ba47': 2, 'b116d2d93363b01b2cfb9c24cf4d29d01583221e': 2}
security 	diffusion process 	{'3da01325d410b35fbadd5219da1f577da327aa87': 2, '3e96b28258f7195cbd4a16c9f58f95cb05a3ba47': 2, 'b116d2d93363b01b2cfb9c24cf4d29d01583221e': 2}
